Name,Date,Body weight,Shape,Sleep,Calories,Stress
"Exercise, Machine Bicep Curl",Set,2,reps,13,weight,30
"Exercise, Machine Bicep Curl",Set,3,reps,11,weight,30
"Exercise, Machine Bicep Curl",Set,4,reps,10,weight,30
"Exercise, Smith Machine JM Press ",Set,1,reps,11,weight,45
Instance of 'Loc'
"Exercise, Smith Machine JM Press ",Set,2,reps,10,weight,45
"Exercise, Smith Machine JM Press ",Set,3,reps,11,weight,40
"Exercise, Smith Machine JM Press ",Set,4,reps,10,weight,40

"JP - Block 4: Week 4, Workout 2",2024-12-12,84.5,7,5,4,5
"Exercise, High bar squat",Set,1,reps,8,weight,120
Instance of 'Loc'
"Exercise, High bar squat",Set,2,reps,8,weight,125
Instance of 'Loc'
"Exercise, High bar squat",Set,3,reps,1,weight,145
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,1,reps,10,weight,80
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,9,weight,80
"Exercise, Leg Press Calf Raise (Cable)",Set,1,reps,13,weight,100
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,2,reps,12,weight,100
"Exercise, Leg Press Calf Raise (Cable)",Set,3,reps,11,weight,100
"Exercise, Romanian Deadlift",Set,1,reps,5,weight,155
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,8,weight,130
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,3,reps,6,weight,130
Instance of 'Loc'
"Exercise, Leg Extension",Set,1,reps,13,weight,78
Instance of 'Loc'
"Exercise, Leg Extension",Set,2,reps,13,weight,78
"Exercise, Leg Extension",Set,3,reps,4,weight,78
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,1,reps,10,weight,15
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,2,reps,11,weight,13
"Exercise, Cable Lateral Raise",Set,3,reps,4,weight,13
Instance of 'Loc'

"JP - Block 4: Week 4, Workout 1",2024-12-11,84.6,7,4,6,4
"Exercise, Dumbbell Chest Press",Set,1,reps,7,weight,50
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,6,weight,50
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,3,reps,13,weight,35
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,6,bodyweight,84.6,extraWeight,25
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,5,bodyweight,84.6,extraWeight,25
Instance of 'Loc'
"Exercise, Chin-Up",Set,3,reps,9,bodyweight,84.6,extraWeight,5
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,1,reps,12,weight,26
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,2,reps,11,weight,26
"Exercise, High Incline Dumbbell Shoulder Press ",Set,3,reps,9,weight,26
"Exercise, One-Handed Cable Row",Set,1,reps,12,weight,45
Instance of 'Loc'
"Exercise, One-Handed Cable Row",Set,2,reps,11,weight,45
"Exercise, One-Handed Cable Row",Set,3,reps,10,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,17,weight,55
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,14,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,11,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,10,weight,55
"Exercise, Cable Curl With Bar",Set,1,reps,11,weight,40
Instance of 'Loc'
"Exercise, Cable Curl With Bar",Set,2,reps,10,weight,40
"Exercise, Cable Curl With Bar",Set,3,reps,9,weight,40
"Exercise, Cable Curl With Bar",Set,4,reps,8,weight,40
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,1,reps,13,weight,22.5
Instance of 'Loc'
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,2,reps,12,weight,22.5
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,3,reps,11,weight,22.5
"Exercise, Machine Crunch",Set,1,reps,17,weight,27.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,14,weight,27.5
"Exercise, Machine Crunch",Set,3,reps,10,weight,27.5

"JP - Block 4: Week 3, Workout 4",2024-12-08,84.2,7,7,8,5
"Exercise, Deadlift",Set,1,reps,3,weight,180
Instance of 'Loc'
"Exercise, Deadlift",Set,2,reps,3,weight,190
Instance of 'Loc'
"Exercise, Deadlift",Set,3,reps,8,weight,152.5
Instance of 'Loc'
"Exercise, Leg Press",Set,1,reps,6,weight,170
Instance of 'Loc'
"Exercise, Leg Press",Set,2,reps,10,weight,140
Instance of 'Loc'
"Exercise, Leg Press",Set,3,reps,9,weight,140
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,1,reps,12,weight,70
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,2,reps,11,weight,70
"Exercise, Seated Leg Curl",Set,3,reps,10,weight,70
"Exercise, Slight Incline Supine Cable Y Raises",Set,1,reps,14,weight,15
Instance of 'Loc'
"Exercise, Slight Incline Supine Cable Y Raises",Set,2,reps,11,weight,15
Instance of 'Loc'
"Exercise, Slight Incline Supine Cable Y Raises",Set,3,reps,10,weight,15
"Exercise, Standing Calf Raise",Set,1,reps,13,weight,240
Instance of 'Loc'
"Exercise, Standing Calf Raise",Set,2,reps,12,weight,240
"Exercise, Standing Calf Raise",Set,3,reps,11,weight,240
"Exercise, Hack Squat Sissy Squat ",Set,1,reps,11,weight,15
Instance of 'Loc'
"Exercise, Hack Squat Sissy Squat ",Set,2,reps,10,weight,15
"Exercise, Hack Squat Sissy Squat ",Set,3,reps,9,weight,15
"Exercise, Standing Cable Chest Fly",Set,1,reps,14,weight,30
Instance of 'Loc'
"Exercise, Standing Cable Chest Fly",Set,2,reps,12,weight,30
"Exercise, Standing Cable Chest Fly",Set,3,reps,11,weight,30

"JP - Block 4: Week 3, Workout 3",2024-12-07,84.2,7,3,5,5
"Exercise, Bench Press",Set,1,reps,3,weight,120
Instance of 'Loc'
"Exercise, Bench Press",Set,2,reps,3,weight,125
Instance of 'Loc'
"Exercise, Bench Press",Set,3,reps,8,weight,100
Instance of 'Loc'
"Exercise, Bench Press",Set,4,reps,6,weight,100
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,1,reps,11,weight,90
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,2,reps,8,weight,90
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,3,reps,7,weight,90
"Exercise, Seated Dumbbell Shoulder Press",Set,1,reps,10,weight,26
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,8,weight,26
"Exercise, Seated Dumbbell Shoulder Press",Set,3,reps,7,weight,26
"Exercise, Seated Machine Row",Set,1,reps,13,weight,60
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,12,weight,60
"Exercise, Seated Machine Row",Set,3,reps,10,weight,60
"Exercise, Seated Machine Row",Set,4,reps,9,weight,60
"Exercise, Machine Kelso Shrug",Set,1,reps,11,weight,40
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,10,weight,45
"Exercise, Machine Kelso Shrug",Set,3,reps,10,weight,40
"Exercise, Machine Kelso Shrug",Set,4,reps,10,weight,40
"Exercise, Machine Bicep Curl",Set,1,reps,14,weight,30
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,12,weight,30
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,3,reps,10,weight,30
"Exercise, Machine Bicep Curl",Set,4,reps,9,weight,30
"Exercise, Smith Machine JM Press ",Set,1,reps,14,weight,30
Instance of 'Loc'
"Exercise, Smith Machine JM Press ",Set,2,reps,11,weight,40
"Exercise, Smith Machine JM Press ",Set,3,reps,10,weight,40
"Exercise, Smith Machine JM Press ",Set,4,reps,9,weight,40

"JP - Block 4: Week 3, Workout 2",2024-12-04,83.6,7,4,3,5
"Exercise, High bar squat",Set,1,reps,8,weight,115
Instance of 'Loc'
"Exercise, High bar squat",Set,2,reps,8,weight,120
Instance of 'Loc'
"Exercise, High bar squat",Set,3,reps,1,weight,142.5
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,1,reps,9,weight,80
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,8,weight,80
"Exercise, Leg Press Calf Raise (Cable)",Set,1,reps,12,weight,100
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,2,reps,11,weight,100
"Exercise, Leg Press Calf Raise (Cable)",Set,3,reps,10,weight,100
"Exercise, Romanian Deadlift",Set,1,reps,5,weight,150
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,8,weight,125
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,3,reps,6,weight,125
Instance of 'Loc'
"Exercise, Leg Extension",Set,1,reps,13,weight,75
Instance of 'Loc'
"Exercise, Leg Extension",Set,2,reps,12,weight,75
"Exercise, Leg Extension",Set,3,reps,4,weight,75
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,1,reps,16,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,2,reps,14,weight,10
"Exercise, Cable Lateral Raise",Set,3,reps,5,weight,10
Instance of 'Loc'

"JP - Block 4: Week 3, Workout 1",2024-12-03,83.6,7,4,4,4
"Exercise, Dumbbell Chest Press",Set,1,reps,9,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,7,weight,45
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,3,reps,12,weight,35
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,5,bodyweight,83.6,extraWeight,25
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,4,bodyweight,83.6,extraWeight,25
Instance of 'Loc'
"Exercise, Chin-Up",Set,3,reps,10,bodyweight,83.6,extraWeight,5
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,1,reps,11,weight,26
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,2,reps,10,weight,26
"Exercise, High Incline Dumbbell Shoulder Press ",Set,3,reps,9,weight,26
"Exercise, One-Handed Cable Row",Set,1,reps,15,weight,40
Instance of 'Loc'
"Exercise, One-Handed Cable Row",Set,2,reps,14,weight,40
"Exercise, One-Handed Cable Row",Set,3,reps,13,weight,40
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,16,weight,55
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,14,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,10,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,10,weight,45
"Exercise, Cable Curl With Bar",Set,1,reps,11,weight,37.5
Instance of 'Loc'
"Exercise, Cable Curl With Bar",Set,2,reps,10,weight,37.5
"Exercise, Cable Curl With Bar",Set,3,reps,9,weight,37.5
"Exercise, Cable Curl With Bar",Set,4,reps,8,weight,37.5
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,1,reps,12,weight,22.5
Instance of 'Loc'
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,2,reps,11,weight,22.5
"Exercise, Machine Crunch",Set,1,reps,16,weight,27.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,13,weight,27.5

"JP - Block 4: Week 2, Workout 4",2024-11-30,84.1,7,7,5,5
"Exercise, Deadlift",Set,1,reps,3,weight,170
Instance of 'Loc'
"Exercise, Deadlift",Set,2,reps,3,weight,180
Instance of 'Loc'
"Exercise, Deadlift",Set,3,reps,8,weight,145
Instance of 'Loc'
"Exercise, Leg Press",Set,1,reps,7,weight,160
Instance of 'Loc'
"Exercise, Leg Press",Set,2,reps,9,weight,140
Instance of 'Loc'
"Exercise, Leg Press",Set,3,reps,8,weight,140
Instance of 'Loc'
"Exercise, Standing Calf Raise",Set,1,reps,12,weight,240
Instance of 'Loc'
"Exercise, Standing Calf Raise",Set,2,reps,12,weight,240
"Exercise, Seated Leg Curl",Set,1,reps,11,weight,70
Instance of 'Loc'
"Exercise, Seated Leg Curl",Set,2,reps,10,weight,70
"Exercise, Slight Incline Supine Cable Y Raises",Set,1,reps,15,weight,13
Instance of 'Loc'
"Exercise, Slight Incline Supine Cable Y Raises",Set,2,reps,14,weight,13
"Exercise, Hack Squat Sissy Squat ",Set,1,reps,10,weight,10
Instance of 'Loc'
"Exercise, Hack Squat Sissy Squat ",Set,2,reps,9,weight,10
"Exercise, Hack Squat Sissy Squat ",Set,3,reps,8,weight,10
Instance of 'Loc'
"Exercise, Standing Cable Chest Fly",Set,1,reps,13,weight,30
Instance of 'Loc'
"Exercise, Standing Cable Chest Fly",Set,2,reps,12,weight,30

"JP - Block 4: Week 2, Workout 4",2024-11-29,83.9,-1,-1,-1,-1
"Exercise, Machine Crunch",Set,1,reps,16,weight,27.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,13,weight,27.5
"Exercise, Machine Crunch",Set,3,reps,9,weight,27.5

"JP - Block 4: Week 2, Workout 3",2024-11-29,83.9,7,4,3,3
"Exercise, Bench Press",Set,1,reps,3,weight,115
Instance of 'Loc'
"Exercise, Bench Press",Set,2,reps,3,weight,120
Instance of 'Loc'
"Exercise, Bench Press",Set,3,reps,7,weight,95
Instance of 'Loc'
"Exercise, Bench Press",Set,4,reps,6,weight,95
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,1,reps,11,weight,85
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,2,reps,9,weight,85
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,3,reps,8,weight,85
"Exercise, Seated Dumbbell Shoulder Press",Set,1,reps,12,weight,24
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,10,weight,24
"Exercise, Seated Dumbbell Shoulder Press",Set,3,reps,9,weight,24
"Exercise, Seated Machine Row",Set,1,reps,12,weight,60
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,11,weight,60
"Exercise, Seated Machine Row",Set,3,reps,10,weight,60
"Exercise, Machine Kelso Shrug",Set,1,reps,10,weight,40
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,10,weight,40
"Exercise, Machine Kelso Shrug",Set,3,reps,10,weight,40
"Exercise, Machine Bicep Curl",Set,1,reps,15,weight,25
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,12,weight,25
"Exercise, Machine Bicep Curl",Set,3,reps,11,weight,25
"Exercise, Smith Machine JM Press ",Set,1,reps,14,weight,20
Instance of 'Loc'
"Exercise, Smith Machine JM Press ",Set,2,reps,12,weight,20
"Exercise, Smith Machine JM Press ",Set,3,reps,11,weight,20

"JP - Block 4: Week 2, Workout 2",2024-11-28,84,7,5,4,2
"Exercise, High bar squat",Set,1,reps,8,weight,110
Instance of 'Loc'
"Exercise, High bar squat",Set,2,reps,8,weight,115
Instance of 'Loc'
"Exercise, High bar squat",Set,3,reps,1,weight,137.5
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,1,reps,9,weight,75
Instance of 'Loc'
"Exercise, Smith Machine Squat",Set,2,reps,7,weight,75
"Exercise, Leg Press Calf Raise (Cable)",Set,1,reps,12,weight,95
Instance of 'Loc'
"Exercise, Leg Press Calf Raise (Cable)",Set,2,reps,10,weight,95
"Exercise, Romanian Deadlift",Set,1,reps,6,weight,140
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,8,weight,120
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,3,reps,5,weight,120
Instance of 'Loc'
"Exercise, Leg Extension",Set,1,reps,12,weight,75
Instance of 'Loc'
"Exercise, Leg Extension",Set,2,reps,11,weight,75
"Exercise, Leg Extension",Set,3,reps,5,weight,75
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,1,reps,14,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,2,reps,12,weight,10
"Exercise, Cable Lateral Raise",Set,3,reps,5,weight,10
Instance of 'Loc'

"JP - Block 4: Week 2, Workout 1",2024-11-26,83.7,3,2,3,2
"Exercise, Dumbbell Chest Press",Set,1,reps,10,weight,40
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,9,weight,40
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,3,reps,13,weight,28
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,5,bodyweight,83.7,extraWeight,20
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,5,bodyweight,83.7,extraWeight,20
Instance of 'Loc'
"Exercise, Chin-Up",Set,3,reps,9,bodyweight,83.7,extraWeight,0
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,1,reps,12,weight,24
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,2,reps,11,weight,24
"Exercise, High Incline Dumbbell Shoulder Press ",Set,3,reps,10,weight,24
"Exercise, One-Handed Cable Row",Set,1,reps,14,weight,40
Instance of 'Loc'
"Exercise, One-Handed Cable Row",Set,2,reps,13,weight,40
"Exercise, One-Handed Cable Row",Set,3,reps,12,weight,40
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,16,weight,50
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,13,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,11,weight,50
"Exercise, Cable Curl With Bar",Set,1,reps,11,weight,35
Instance of 'Loc'
"Exercise, Cable Curl With Bar",Set,2,reps,10,weight,35
"Exercise, Cable Curl With Bar",Set,3,reps,9,weight,35
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,1,reps,11,weight,22.5
Instance of 'Loc'
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,2,reps,11,weight,22.5
"Exercise, Machine Crunch",Set,1,reps,11,weight,32.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,8,weight,32.5

"JP - Block 4: Week 1, Workout 3",2024-11-24,84.4,7,8,4,5
"Exercise, Bench Press",Set,1,reps,3,weight,115
Instance of 'Loc'
"Exercise, Bench Press",Set,2,reps,9,weight,92.5
Instance of 'Loc'
"Exercise, Bench Press",Set,3,reps,6,weight,92.5
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,1,reps,11,weight,75
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,2,reps,10,weight,75
"Exercise, Seated Dumbbell Shoulder Press",Set,1,reps,11,weight,24
Instance of 'Loc'
"Exercise, Seated Dumbbell Shoulder Press",Set,2,reps,9,weight,24
"Exercise, Seated Machine Row",Set,1,reps,10,weight,60
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,9,weight,60
"Exercise, Machine Kelso Shrug",Set,1,reps,10,weight,40
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,10,weight,40
"Exercise, Machine Bicep Curl",Set,1,reps,13,weight,25
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,11,weight,25
"Exercise, Smith Machine JM Press ",Set,1,reps,11,weight,20
Instance of 'Loc'
"Exercise, Smith Machine JM Press ",Set,2,reps,10,weight,20

"JP - Block 4: Week 1, Workout 2",2024-11-21,84.5,6,6,3,5
"Exercise, High bar squat",Set,1,reps,8,weight,110
Instance of 'Loc'
"Exercise, High bar squat",Set,2,reps,1,weight,132.5
Instance of 'Loc'
"Exercise, High bar squat",Set,3,reps,1,weight,132.5
Instance of 'Loc'
"Exercise, Leg Press",Set,1,reps,9,weight,130
Instance of 'Loc'
"Exercise, Leg Press",Set,2,reps,6,weight,130
"Exercise, Deadlift",Set,1,reps,3,weight,170
Instance of 'Loc'
"Exercise, Deadlift",Set,2,reps,5,weight,135
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,1,reps,8,weight,105
Instance of 'Loc'
"Exercise, Romanian Deadlift",Set,2,reps,8,weight,105
Instance of 'Loc'
"Exercise, Sissy Squat (Hack squat)",Set,1,reps,9,weight,0
Instance of 'Loc'
"Exercise, Sissy Squat (Hack squat)",Set,2,reps,8,weight,0
"Exercise, Cable Lateral Raise",Set,1,reps,12,weight,10
Instance of 'Loc'
"Exercise, Cable Lateral Raise",Set,2,reps,11,weight,10

"JP - Block 4: Week 1, Workout 1",2024-11-18,85.3,6,6,5,5
"Exercise, Dumbbell Chest Press",Set,1,reps,10,weight,35
Instance of 'Loc'
"Exercise, Dumbbell Chest Press",Set,2,reps,9,weight,35
Instance of 'Loc'
"Exercise, Chin-Up",Set,1,reps,6,bodyweight,85.3,extraWeight,15
Instance of 'Loc'
"Exercise, Chin-Up",Set,2,reps,5,bodyweight,85.3,extraWeight,15
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,1,reps,11,weight,24
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,2,reps,10,weight,24
"Exercise, One-Handed Cable Row",Set,1,reps,12,weight,40
Instance of 'Loc'
"Exercise, One-Handed Cable Row",Set,2,reps,10,weight,40
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,14,weight,45
Instance of 'Loc'
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,12,weight,45
"Exercise, Cable Curl With Bar",Set,1,reps,10,weight,35
Instance of 'Loc'
"Exercise, Cable Curl With Bar",Set,2,reps,9,weight,35
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,1,reps,15,weight,17.5
Instance of 'Loc'
"Exercise, Single Arm Machine Rear Delt Fly [PARTIAL]",Set,2,reps,13,weight,0
"Exercise, Machine Crunch",Set,1,reps,9,weight,32.5
Instance of 'Loc'
"Exercise, Machine Crunch",Set,2,reps,9,weight,27.5

"JP - Block 2: Week 5, Workout 3",2024-11-17,84.9,7,6,6,5
"Exercise, Bench Press",Set,1,reps,5,weight,120
Instance of 'Loc'
"Exercise, Bench Press",Set,2,reps,5,weight,125
Instance of 'Loc'
"Exercise, Bench Press",Set,3,reps,5,weight,120
Instance of 'Loc'
"Exercise, Bench Press",Set,4,reps,9,weight,105
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,1,reps,12,weight,80
Instance of 'Loc'
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,2,reps,11,weight,80
"Exercise, Close-Grip Pulldown [PARTIAL]",Set,3,reps,9,weight,80
"Exercise, High Incline Dumbbell Shoulder Press ",Set,1,reps,14,weight,24
Instance of 'Loc'
"Exercise, High Incline Dumbbell Shoulder Press ",Set,2,reps,12,weight,24
"Exercise, High Incline Dumbbell Shoulder Press ",Set,3,reps,10,weight,24
"Exercise, Seated Machine Row",Set,1,reps,14,weight,60
Instance of 'Loc'
"Exercise, Seated Machine Row",Set,2,reps,12,weight,60
"Exercise, Seated Machine Row",Set,3,reps,10,weight,60
"Exercise, Seated Machine Row",Set,4,reps,9,weight,60
"Exercise, Machine Kelso Shrug",Set,1,reps,13,weight,50
Instance of 'Loc'
"Exercise, Machine Kelso Shrug",Set,2,reps,12,weight,50
"Exercise, Machine Kelso Shrug",Set,3,reps,11,weight,50
"Exercise, Machine Kelso Shrug",Set,4,reps,10,weight,50
"Exercise, Machine Bicep Curl",Set,1,reps,15,weight,30
Instance of 'Loc'
"Exercise, Machine Bicep Curl",Set,2,reps,12,weight,30
"Exercise, Machine Bicep Curl",Set,3,reps,12,weight,30
"Exercise, Machine Bicep Curl",Set,4,reps,10,weight,30
