Name,Date,Body weight,Shape,Sleep,Calories,Stress
"Exercise, Reverse Machine Fly",Set,1,reps,23,weight,22.5
"Exercise, Reverse Machine Fly",Set,2,reps,17,weight,22.5
"Exercise, Reverse Machine Fly",Set,3,reps,16,weight,22.5
"Exercise, Dumbbell Shoulder Press",Set,1,reps,11,weight,28
"Exercise, Dumbbell Shoulder Press",Set,2,reps,10,weight,28
"Exercise, Dumbbell Shoulder Press",Set,3,reps,8,weight,28
"Exercise, Barbell Row",Set,1,reps,11,weight,80
"Exercise, Barbell Row",Set,2,reps,10,weight,80
"Exercise, Barbell Row",Set,3,reps,9,weight,80
"Exercise, Meadows row",Set,1,reps,13,weight,21.5
"Exercise, Meadows row",Set,2,reps,12,weight,21.5
"Exercise, Barbell Preacher Curl",Set,1,reps,14,weight,22.5
"Exercise, Barbell Preacher Curl",Set,2,reps,10,weight,22.5
"Exercise, Barbell Preacher Curl",Set,3,reps,7,weight,22.5
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,13,weight,51.3
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,12,weight,51.3
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,10,weight,51.3
"Exercise, Overhead Cable Triceps Extension",Set,4,reps,9,weight,51.3

RP - Meso 2 - 2split: Workout 4,2023-12-16,84.4,8,5,7,5
"Exercise, Deadlift",Set,1,reps,3,weight,160
"Exercise, Deadlift",Set,2,reps,1,weight,180
"Exercise, Deadlift",Set,3,reps,3,weight,190
"Exercise, Deadlift",Set,4,reps,7,weight,147.5
"Exercise, Deadlift",Set,5,reps,7,weight,147.5
"Exercise, Deadlift",Set,6,reps,7,weight,147.5
"Exercise, Deadlift",Set,7,reps,5,weight,147.5
"Exercise, Good Morning",Set,1,reps,12,weight,61
"Exercise, Good Morning",Set,2,reps,10,weight,61
"Exercise, Good Morning",Set,3,reps,6,weight,61
"Exercise, Leg Press",Set,1,reps,9,weight,125
"Exercise, Leg Press",Set,2,reps,7,weight,125
"Exercise, Leg Press",Set,3,reps,7,weight,125
"Exercise, Smith Machine Lunges",Set,1,reps,4,weight,40
"Exercise, Smith Machine Lunges",Set,2,reps,9,weight,55
"Exercise, Smith Machine Lunges",Set,3,reps,6,weight,55
"Exercise, Cable Upright Row",Set,1,reps,13,weight,25
"Exercise, Cable Upright Row",Set,2,reps,13,weight,25
"Exercise, Cable Upright Row",Set,3,reps,11,weight,25
"Exercise, Standing Calf Raise",Set,1,reps,12,weight,85
"Exercise, Standing Calf Raise",Set,2,reps,9,weight,85
"Exercise, Machine Crunch",Set,1,reps,12,weight,25
"Exercise, Machine Crunch",Set,2,reps,11,weight,25

RP - Meso 2 - 2split: Workout 3,2023-12-15,85.2,6,5,5,5
"Exercise, Chin-Up",Set,1,reps,8,bodyweight,85.2,extraWeight,16
"Exercise, Chin-Up",Set,2,reps,7,bodyweight,85.2,extraWeight,16
"Exercise, Chin-Up",Set,3,reps,5,bodyweight,85.2,extraWeight,16
"Exercise, Humble Row",Set,1,reps,14,weight,20
"Exercise, Humble Row",Set,2,reps,12,weight,20
"Exercise, Incline Bench Press",Set,1,reps,3,weight,80
"Exercise, Incline Bench Press",Set,2,reps,3,weight,87.5
"Exercise, Incline Bench Press",Set,3,reps,10,weight,75
"Exercise, Incline Bench Press",Set,4,reps,9,weight,75
"Exercise, Bar Dip",Set,1,reps,10,bodyweight,85.2,extraWeight,20
"Exercise, Bar Dip",Set,2,reps,9,bodyweight,85.2,extraWeight,20
"Exercise, Tricep Pushdown With Rope",Set,1,reps,17,weight,31.3
"Exercise, Cable Curl With Bar",Set,1,reps,14,weight,36.3
"Exercise, Cable Curl With Bar",Set,2,reps,13,weight,36.3
"Exercise, Cable Curl With Bar",Set,3,reps,10,weight,36.3
"Exercise, Cable Rear Delt Row",Set,1,reps,16,weight,10
"Exercise, Cable Rear Delt Row",Set,2,reps,14,weight,10
"Exercise, Cable Rear Delt Row",Set,3,reps,11,weight,10
"Exercise, Cable Lateral Raise",Set,1,reps,17,weight,6.3
"Exercise, Cable Lateral Raise",Set,2,reps,14,weight,6.3
"Exercise, Cable Lateral Raise",Set,3,reps,12,weight,6.3
"Exercise, Incline Dumbbell Front Raise",Set,1,reps,15,weight,5
"Exercise, Incline Dumbbell Front Raise",Set,2,reps,14,weight,5

RP - Meso 2 - 2split: Workout 2,2023-12-13,84.6,6,5,5,5
"Exercise, Seated Leg Curl",Set,1,reps,12,weight,50
"Exercise, Seated Leg Curl",Set,2,reps,11,weight,50
"Exercise, Squat",Set,1,reps,8,weight,20
"Exercise, Squat",Set,2,reps,5,weight,50
"Exercise, Squat",Set,3,reps,4,weight,80
"Exercise, Squat",Set,4,reps,3,weight,110
"Exercise, Squat",Set,5,reps,3,weight,120
"Exercise, Squat",Set,6,reps,1,weight,130
"Exercise, Squat",Set,7,reps,3,weight,135
"Exercise, Squat",Set,8,reps,11,weight,95
"Exercise, Squat",Set,9,reps,8,weight,95
"Exercise, Squat",Set,10,reps,8,weight,95
"Exercise, Leg Extension",Set,1,reps,13,weight,60
"Exercise, Leg Extension",Set,2,reps,8,weight,60
"Exercise, Leg Extension",Set,3,reps,7,weight,60
"Exercise, Hip Thrust",Set,1,reps,9,weight,55
"Exercise, Hip Thrust",Set,2,reps,8,weight,55
"Exercise, Hip Thrust",Set,3,reps,7,weight,55
"Exercise, Seated Calf Raise",Set,1,reps,15,weight,42.5
"Exercise, Seated Calf Raise",Set,2,reps,12,weight,47.5
"Exercise, Reverse Barbell Curl",Set,1,reps,7,weight,22.5
"Exercise, Reverse Barbell Curl",Set,2,reps,6,weight,22.5
"Exercise, Reverse Barbell Curl",Set,3,reps,5,weight,22.5
"Exercise, Barbell Shrug",Set,1,reps,14,weight,62.5
"Exercise, Barbell Shrug",Set,2,reps,10,weight,62.5

RP - Meso 2 - 2split: Workout 1,2023-12-12,84.3,7,6,6,5
"Exercise, Bench Press",Set,1,reps,8,weight,20
"Exercise, Bench Press",Set,2,reps,10,weight,50
"Exercise, Bench Press",Set,3,reps,6,weight,80
"Exercise, Bench Press",Set,4,reps,4,weight,100
"Exercise, Bench Press",Set,5,reps,3,weight,110
"Exercise, Bench Press",Set,6,reps,1,weight,120
"Exercise, Bench Press",Set,7,reps,3,weight,125
"Exercise, Bench Press",Set,8,reps,10,weight,100
"Exercise, Bench Press",Set,9,reps,8,weight,100
"Exercise, Bench Press",Set,10,reps,8,weight,100
"Exercise, Pec Deck",Set,1,reps,17,weight,52.5
"Exercise, Pec Deck",Set,2,reps,12,weight,52.5
"Exercise, Reverse Machine Fly",Set,1,reps,22,weight,22.5
"Exercise, Reverse Machine Fly",Set,2,reps,16,weight,22.5
"Exercise, Reverse Machine Fly",Set,3,reps,15,weight,22.5
"Exercise, Dumbbell Shoulder Press",Set,1,reps,10,weight,28
"Exercise, Dumbbell Shoulder Press",Set,2,reps,10,weight,28
"Exercise, Dumbbell Shoulder Press",Set,3,reps,7,weight,28
"Exercise, Barbell Row",Set,1,reps,11,weight,77.5
"Exercise, Barbell Row",Set,2,reps,10,weight,77.5
"Exercise, Barbell Row",Set,3,reps,9,weight,77.5
"Exercise, Meadows row",Set,1,reps,12,weight,21.3
"Exercise, Meadows row",Set,2,reps,11,weight,21.3
"Exercise, Barbell Preacher Curl",Set,1,reps,13,weight,22.5
"Exercise, Barbell Preacher Curl",Set,2,reps,9,weight,22.5
"Exercise, Barbell Preacher Curl",Set,3,reps,8,weight,22.5
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,13,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,12,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,11,weight,50

RP - Meso 2 - 2split: Workout 4,2023-12-10,83.7,4,5,4,2
"Exercise, Deadlift",Set,1,reps,8,weight,60
"Exercise, Deadlift",Set,2,reps,4,weight,100
"Exercise, Deadlift",Set,3,reps,3,weight,130
"Exercise, Deadlift",Set,4,reps,3,weight,155
"Exercise, Deadlift",Set,5,reps,3,weight,175
"Exercise, Deadlift",Set,6,reps,7,weight,142.5
"Exercise, Deadlift",Set,7,reps,7,weight,142.5
"Exercise, Deadlift",Set,8,reps,7,weight,142.5
"Exercise, Good Morning",Set,1,reps,12,weight,60
"Exercise, Good Morning",Set,2,reps,10,weight,60
"Exercise, Good Morning",Set,3,reps,6,weight,60
"Exercise, Leg Press",Set,1,reps,10,weight,120
"Exercise, Leg Press",Set,2,reps,8,weight,120
"Exercise, Leg Press",Set,3,reps,6,weight,120
"Exercise, Smith Machine Lunges",Set,1,reps,10,weight,52.5
"Exercise, Smith Machine Lunges",Set,2,reps,7,weight,52.5
"Exercise, Standing Calf Raise",Set,1,reps,13,weight,80
"Exercise, Standing Calf Raise",Set,2,reps,10,weight,80

RP - Meso 2 - 2split: Workout 3,2023-12-08,83.3,7,6,5,5
"Exercise, Chin-Up",Set,1,reps,8,bodyweight,83.3,extraWeight,12
"Exercise, Chin-Up",Set,2,reps,7,bodyweight,83.3,extraWeight,12
"Exercise, Chin-Up",Set,3,reps,5,bodyweight,83.3,extraWeight,12
"Exercise, Humble Row",Set,1,reps,17,weight,18
"Exercise, Humble Row",Set,2,reps,15,weight,18
"Exercise, Incline Bench Press",Set,1,reps,8,weight,20
"Exercise, Incline Bench Press",Set,2,reps,8,weight,50
"Exercise, Incline Bench Press",Set,3,reps,5,weight,70
"Exercise, Incline Bench Press",Set,4,reps,3,weight,70
"Exercise, Incline Bench Press",Set,5,reps,1,weight,80
"Exercise, Incline Bench Press",Set,6,reps,3,weight,85
"Exercise, Incline Bench Press",Set,7,reps,10,weight,72.5
"Exercise, Incline Bench Press",Set,8,reps,9,weight,72.5
"Exercise, Bar Dip",Set,1,reps,10,bodyweight,83.3,extraWeight,18
"Exercise, Bar Dip",Set,2,reps,9,bodyweight,83.3,extraWeight,18
"Exercise, Tricep Pushdown With Rope",Set,1,reps,23,weight,30
"Exercise, Cable Curl With Bar",Set,1,reps,14,weight,35
"Exercise, Cable Curl With Bar",Set,2,reps,13,weight,35
"Exercise, Cable Curl With Bar",Set,3,reps,10,weight,35
"Exercise, Cable Rear Delt Row",Set,1,reps,15,weight,10
"Exercise, Cable Rear Delt Row",Set,2,reps,13,weight,10
"Exercise, Cable Rear Delt Row",Set,3,reps,10,weight,10
"Exercise, Cable Lateral Raise",Set,1,reps,19,weight,5
"Exercise, Cable Lateral Raise",Set,2,reps,18,weight,5
"Exercise, Cable Lateral Raise",Set,3,reps,16,weight,5
"Exercise, Incline Dumbbell Front Raise",Set,1,reps,13,weight,5
"Exercise, Incline Dumbbell Front Raise",Set,2,reps,13,weight,5

RP - Meso 2 - 2split: Workout 2,2023-12-06,83.3,6,5,5,5
"Exercise, Seated Leg Curl",Set,1,reps,15,weight,45
"Exercise, Seated Leg Curl",Set,2,reps,14,weight,45
"Exercise, Squat",Set,1,reps,8,weight,20
"Exercise, Squat",Set,2,reps,5,weight,50
"Exercise, Squat",Set,3,reps,4,weight,80
"Exercise, Squat",Set,4,reps,3,weight,100
"Exercise, Squat",Set,5,reps,3,weight,110
"Exercise, Squat",Set,6,reps,3,weight,120
"Exercise, Squat",Set,7,reps,3,weight,130
"Exercise, Squat",Set,8,reps,11,weight,92.5
"Exercise, Squat",Set,9,reps,8,weight,92.5
"Exercise, Squat",Set,10,reps,7,weight,92.5
"Exercise, Leg Extension",Set,1,reps,12,weight,60
"Exercise, Leg Extension",Set,2,reps,7,weight,60
"Exercise, Leg Extension",Set,3,reps,5,weight,60
"Exercise, Hip Thrust",Set,1,reps,10,weight,52.5
"Exercise, Hip Thrust",Set,2,reps,8,weight,52.5
"Exercise, Seated Calf Raise",Set,1,reps,17,weight,37.5
"Exercise, Seated Calf Raise",Set,2,reps,14,weight,37.5
"Exercise, Reverse Barbell Curl",Set,1,reps,9,weight,21
"Exercise, Reverse Barbell Curl",Set,2,reps,8,weight,21
"Exercise, Reverse Barbell Curl",Set,3,reps,7,weight,21
"Exercise, Barbell Shrug",Set,1,reps,13,weight,62.5
"Exercise, Barbell Shrug",Set,2,reps,10,weight,62.5

RP - Meso 2 - 2split: Workout 1,2023-12-05,83.4,4,5,4,5
"Exercise, Bench Press",Set,1,reps,10,weight,20
"Exercise, Bench Press",Set,2,reps,8,weight,50
"Exercise, Bench Press",Set,3,reps,5,weight,80
"Exercise, Bench Press",Set,4,reps,4,weight,100
"Exercise, Bench Press",Set,5,reps,3,weight,110
"Exercise, Bench Press",Set,6,reps,3,weight,120
"Exercise, Bench Press",Set,7,reps,10,weight,97.5
"Exercise, Bench Press",Set,8,reps,8,weight,97.5
"Exercise, Bench Press",Set,9,reps,8,weight,97.5
"Exercise, Pec Deck",Set,1,reps,14,weight,57.5
"Exercise, Pec Deck",Set,2,reps,10,weight,57.5
"Exercise, Reverse Machine Fly",Set,1,reps,21,weight,22.5
"Exercise, Reverse Machine Fly",Set,2,reps,15,weight,22.5
"Exercise, Reverse Machine Fly",Set,3,reps,14,weight,22.5
"Exercise, Dumbbell Shoulder Press",Set,1,reps,9,weight,28
"Exercise, Dumbbell Shoulder Press",Set,2,reps,9,weight,28
"Exercise, Dumbbell Shoulder Press",Set,3,reps,8,weight,28
"Exercise, Barbell Row",Set,1,reps,11,weight,75
"Exercise, Barbell Row",Set,2,reps,10,weight,75
"Exercise, Barbell Row",Set,3,reps,8,weight,75
"Exercise, Meadows row",Set,1,reps,13,weight,20
"Exercise, Meadows row",Set,2,reps,12,weight,20
"Exercise, Barbell Preacher Curl",Set,1,reps,20,weight,21
"Exercise, Barbell Preacher Curl",Set,2,reps,10,weight,21
"Exercise, Barbell Preacher Curl",Set,3,reps,8,weight,21
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,16,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,15,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,14,weight,45

RP - Meso 2 - 2split: Workout 4,2023-12-03,83.7,5,6,5,5
"Exercise, Deadlift",Set,1,reps,8,weight,50
"Exercise, Deadlift",Set,2,reps,6,weight,90
"Exercise, Deadlift",Set,3,reps,4,weight,130
"Exercise, Deadlift",Set,4,reps,2,weight,150
"Exercise, Deadlift",Set,5,reps,3,weight,170
"Exercise, Deadlift",Set,6,reps,7,weight,140
"Exercise, Deadlift",Set,7,reps,7,weight,140
"Exercise, Good Morning",Set,1,reps,13,weight,57.5
"Exercise, Good Morning",Set,2,reps,11,weight,57.5
"Exercise, Good Morning",Set,3,reps,7,weight,57.5
"Exercise, Leg Press",Set,1,reps,11,weight,115
"Exercise, Leg Press",Set,2,reps,9,weight,115
"Exercise, Leg Press",Set,3,reps,7,weight,115
"Exercise, Smith Machine Lunges",Set,1,reps,11,weight,50
"Exercise, Smith Machine Lunges",Set,2,reps,8,weight,50
"Exercise, Smith Machine Calf Raise",Set,1,reps,13,weight,75
"Exercise, Smith Machine Calf Raise",Set,2,reps,11,weight,75
"Exercise, Machine Crunch",Set,1,reps,11,weight,30
"Exercise, Machine Crunch",Set,2,reps,10,weight,30
"Exercise, Cable Upright Row",Set,1,reps,13,weight,25
"Exercise, Cable Upright Row",Set,2,reps,12,weight,25
"Exercise, Cable Upright Row",Set,3,reps,11,weight,25

RP - Meso 2 - 2split: Workout 3,2023-12-01,83.5,7,6,5,5
"Exercise, Chin-Up",Set,1,reps,8,bodyweight,83.5,extraWeight,10
"Exercise, Chin-Up",Set,2,reps,7,bodyweight,83.5,extraWeight,10
"Exercise, Humble Row",Set,1,reps,16,weight,18
"Exercise, Humble Row",Set,2,reps,15,weight,18
"Exercise, Incline Bench Press",Set,1,reps,8,weight,20
"Exercise, Incline Bench Press",Set,2,reps,6,weight,50
"Exercise, Incline Bench Press",Set,3,reps,4,weight,60
"Exercise, Incline Bench Press",Set,4,reps,3,weight,70
"Exercise, Incline Bench Press",Set,5,reps,3,weight,80
"Exercise, Incline Bench Press",Set,6,reps,10,weight,70
"Exercise, Incline Bench Press",Set,7,reps,9,weight,70
"Exercise, Bar Dip",Set,1,reps,10,bodyweight,83.5,extraWeight,15
"Exercise, Bar Dip",Set,2,reps,9,bodyweight,83.5,extraWeight,15
"Exercise, Tricep Pushdown With Rope",Set,1,reps,20,weight,30
"Exercise, Cable Curl With Bar",Set,1,reps,13,weight,35
"Exercise, Cable Curl With Bar",Set,2,reps,11,weight,35
"Exercise, Cable Curl With Bar",Set,3,reps,9,weight,35
"Exercise, Cable Rear Delt Row",Set,1,reps,18,weight,5
"Exercise, Cable Rear Delt Row",Set,2,reps,14,weight,5
"Exercise, Cable Rear Delt Row",Set,3,reps,13,weight,5
"Exercise, Cable Lateral Raise",Set,1,reps,11,weight,10
"Exercise, Cable Lateral Raise",Set,2,reps,10,weight,10
"Exercise, Cable Lateral Raise",Set,3,reps,9,weight,10
"Exercise, Incline Dumbbell Front Raise",Set,1,reps,3,weight,12
"Exercise, Incline Dumbbell Front Raise",Set,2,reps,3,weight,11

RP - Meso 2 - 2split: Workout 2,2023-11-28,83.4,3,5,4,5
"Exercise, Seated Leg Curl",Set,1,reps,13,weight,45
"Exercise, Seated Leg Curl",Set,2,reps,13,weight,45
"Exercise, Squat",Set,1,reps,8,weight,20
"Exercise, Squat",Set,2,reps,5,weight,50
"Exercise, Squat",Set,3,reps,4,weight,80
"Exercise, Squat",Set,4,reps,3,weight,100
"Exercise, Squat",Set,5,reps,3,weight,110
"Exercise, Squat",Set,6,reps,3,weight,120
"Exercise, Squat",Set,7,reps,3,weight,125
"Exercise, Squat",Set,8,reps,10,weight,90
"Exercise, Squat",Set,9,reps,8,weight,90
"Exercise, Leg Extension",Set,1,reps,15,weight,55
"Exercise, Leg Extension",Set,2,reps,9,weight,55
"Exercise, Hip Thrust",Set,1,reps,12,weight,50
"Exercise, Hip Thrust",Set,2,reps,9,weight,50
"Exercise, Seated Calf Raise",Set,1,reps,16,weight,37.5
"Exercise, Seated Calf Raise",Set,2,reps,13,weight,37.5
"Exercise, Reverse Barbell Curl",Set,1,reps,10,weight,20
"Exercise, Reverse Barbell Curl",Set,2,reps,8,weight,20
"Exercise, Reverse Barbell Curl",Set,3,reps,8,weight,20
"Exercise, Barbell Shrug",Set,1,reps,13,weight,60
"Exercise, Barbell Shrug",Set,2,reps,11,weight,60

RP - Meso 2 - 2split: Workout 1,2023-11-27,83.5,7,6,3,5
"Exercise, Bench Press",Set,1,reps,10,weight,20
"Exercise, Bench Press",Set,2,reps,8,weight,80
"Exercise, Bench Press",Set,3,reps,5,weight,100
"Exercise, Bench Press",Set,4,reps,5,weight,100
"Exercise, Bench Press",Set,5,reps,3,weight,110
"Exercise, Bench Press",Set,6,reps,3,weight,115
"Exercise, Bench Press",Set,7,reps,10,weight,95
"Exercise, Bench Press",Set,8,reps,9,weight,95
"Exercise, Pec Deck",Set,1,reps,15,weight,55
"Exercise, Pec Deck",Set,2,reps,13,weight,55
"Exercise, Reverse Machine Fly",Set,1,reps,16,weight,25
"Exercise, Reverse Machine Fly",Set,2,reps,15,weight,25
"Exercise, Reverse Machine Fly",Set,3,reps,14,weight,25
"Exercise, Dumbbell Shoulder Press",Set,1,reps,8,weight,28
"Exercise, Dumbbell Shoulder Press",Set,2,reps,8,weight,28
"Exercise, Dumbbell Shoulder Press",Set,3,reps,7,weight,28
"Exercise, Barbell Row",Set,1,reps,11,weight,72.5
"Exercise, Barbell Row",Set,2,reps,10,weight,72.5
"Exercise, Meadows row",Set,1,reps,11,weight,20
"Exercise, Meadows row",Set,2,reps,12,weight,20
"Exercise, Barbell Preacher Curl",Set,1,reps,20,weight,20
"Exercise, Barbell Preacher Curl",Set,2,reps,11,weight,20
"Exercise, Barbell Preacher Curl",Set,3,reps,9,weight,20
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,15,weight,45
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,14,weight,45

"Thursday Evening: Shoulders, Chest, Back etc.",2023-11-23,84.4,7,5,5,5
"Exercise, Incline Bench Press",Set,1,reps,10,weight,20
"Exercise, Incline Bench Press",Set,2,reps,10,weight,40
"Exercise, Incline Bench Press",Set,3,reps,18,weight,50
"Exercise, Incline Bench Press",Set,4,reps,3,weight,50
"Exercise, Incline Bench Press",Set,5,reps,3,weight,50
"Exercise, Incline Bench Press",Set,6,reps,3,weight,50
"Exercise, Incline Bench Press",Set,7,reps,3,weight,50
"Exercise, Reverse Machine Fly",Set,1,reps,17,weight,20
"Exercise, Reverse Machine Fly",Set,2,reps,15,weight,20
"Exercise, Reverse Machine Fly",Set,3,reps,4,weight,20
"Exercise, Reverse Machine Fly",Set,4,reps,4,weight,20
"Exercise, Pec Deck",Set,1,reps,15,weight,42.5
"Exercise, Pec Deck",Set,2,reps,3,weight,42.5
"Exercise, Pec Deck",Set,3,reps,3,weight,42.5
"Exercise, Pec Deck",Set,4,reps,3,weight,42.5
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,12,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,4,weight,50
"Exercise, Overhead Cable Triceps Extension",Set,3,reps,4,weight,50
"Exercise, Cable one arm curl",Set,1,reps,20,weight,15
"Exercise, Cable one arm curl",Set,2,reps,17,weight,15
"Exercise, Cable one arm curl",Set,3,reps,15,weight,15
"Exercise, Cable Lateral Raise",Set,1,reps,12,weight,7.5
"Exercise, Cable Lateral Raise",Set,2,reps,3,weight,7.5
"Exercise, Cable Lateral Raise",Set,3,reps,3,weight,7.5
"Exercise, Cable Lateral Raise",Set,4,reps,3,weight,7.5
"Exercise, Seated Hook Row",Set,1,reps,15,weight,40
"Exercise, Seated Hook Row",Set,2,reps,5,weight,40
"Exercise, Seated Hook Row",Set,3,reps,5,weight,40
"Exercise, Seated Hook Row",Set,4,reps,5,weight,40
"Exercise, Push-Up",Set,1,reps,20,bodyweight,84.4,extraWeight,0
"Exercise, Push-Up",Set,2,reps,3,bodyweight,84.4,extraWeight,0
"Exercise, Push-Up",Set,3,reps,3,bodyweight,84.4,extraWeight,0
"Exercise, Push-Up",Set,4,reps,1,bodyweight,84.4,extraWeight,0
"Exercise, Pull-Up With a Neutral Grip",Set,1,reps,10,bodyweight,84.4,extraWeight,0

RP - Meso 1 - 2split: Workout 4,2023-11-20,84.5,7,5,6,5
"Exercise, Good Morning",Set,1,reps,5,weight,50
"Exercise, Good Morning",Set,2,reps,13,weight,60
"Exercise, Good Morning",Set,3,reps,11,weight,60
"Exercise, Good Morning",Set,4,reps,8,weight,60
"Exercise, Safety Bar Squat",Set,1,reps,20,weight,70

RP - Meso 1 - 2split: Workout 3,2023-11-18,84.4,7,5,6,5
"Exercise, Bench Press",Set,1,reps,20,weight,20
"Exercise, Bench Press",Set,2,reps,10,weight,50
"Exercise, Bench Press",Set,3,reps,5,weight,70
"Exercise, Bench Press",Set,4,reps,5,weight,90
"Exercise, Bench Press",Set,5,reps,10,weight,100
"Exercise, Bench Press",Set,6,reps,9,weight,100
"Exercise, Bench Press",Set,7,reps,8,weight,100
"Exercise, Bench Press",Set,8,reps,7,weight,100
"Exercise, Dumbbell Shoulder Press",Set,1,reps,9,weight,30
"Exercise, Dumbbell Shoulder Press",Set,2,reps,8,weight,30
"Exercise, Dumbbell Shoulder Press",Set,3,reps,7,weight,30
"Exercise, Dumbbell Shoulder Press",Set,4,reps,6,weight,30
"Exercise, Bar Dip",Set,1,reps,10,bodyweight,84.4,extraWeight,25
"Exercise, Bar Dip",Set,2,reps,9,bodyweight,84.4,extraWeight,25
"Exercise, Bar Dip",Set,3,reps,8,bodyweight,84.4,extraWeight,25
"Exercise, Barbell Row",Set,1,reps,10,weight,80
"Exercise, Barbell Row",Set,2,reps,9,weight,80
"Exercise, Barbell Row",Set,3,reps,9,weight,80
"Exercise, Barbell Row",Set,4,reps,8,weight,80
"Exercise, Cable Curl With Bar",Set,1,reps,11,weight,40
"Exercise, Cable Curl With Bar",Set,2,reps,10,weight,40
"Exercise, Cable Curl With Bar",Set,3,reps,9,weight,40
"Exercise, Machine Crunch",Set,1,reps,7,weight,35

RP - Meso 1 - 2split: Workout 2,2023-11-15,84.7,7,5,5,5
"Exercise, Safety Bar Squat",Set,1,reps,8,weight,20
"Exercise, Safety Bar Squat",Set,2,reps,8,weight,50
"Exercise, Safety Bar Squat",Set,3,reps,4,weight,80
"Exercise, Safety Bar Squat",Set,4,reps,12,weight,92.5
"Exercise, Safety Bar Squat",Set,5,reps,11,weight,92.5
"Exercise, Safety Bar Squat",Set,6,reps,11,weight,92.5
"Exercise, Leg Extension",Set,1,reps,13,weight,80
"Exercise, Leg Extension",Set,2,reps,12,weight,80
"Exercise, Leg Extension",Set,3,reps,11,weight,80
"Exercise, Deficit Deadlift",Set,1,reps,9,weight,145
"Exercise, Deficit Deadlift",Set,2,reps,8,weight,145
"Exercise, Seated Leg Curl",Set,1,reps,10,weight,55
"Exercise, Seated Leg Curl",Set,2,reps,10,weight,55
"Exercise, Seated Leg Curl",Set,3,reps,9,weight,55
"Exercise, Standing Calf Raise",Set,1,reps,13,weight,80
"Exercise, Standing Calf Raise",Set,2,reps,12,weight,80
"Exercise, Standing Calf Raise",Set,3,reps,11,weight,80
"Exercise, Barbell Shrug",Set,1,reps,17,weight,80
"Exercise, Barbell Shrug",Set,2,reps,16,weight,80
"Exercise, Barbell Shrug",Set,3,reps,14,weight,80
"Exercise, Reverse Barbell Curl",Set,1,reps,10,weight,22.5
"Exercise, Reverse Barbell Curl",Set,2,reps,9,weight,22.5

RP - Meso 1 - 2split: Workout 1,2023-11-14,84.5,9,4,6,5
"Exercise, Incline Dumbbell Press",Set,1,reps,18,weight,30
"Exercise, Incline Dumbbell Press",Set,2,reps,13,weight,30
"Exercise, Incline Dumbbell Press",Set,3,reps,10,weight,30
"Exercise, Incline Dumbbell Press",Set,4,reps,10,weight,30
"Exercise, Incline lateral raise",Set,1,reps,17,weight,5
"Exercise, Incline lateral raise",Set,2,reps,12,weight,5
"Exercise, Incline lateral raise",Set,3,reps,11,weight,5
"Exercise, Incline lateral raise",Set,4,reps,10,weight,5
"Exercise, Incline lateral raise",Set,5,reps,9,weight,5
"Exercise, Chin-Up",Set,1,reps,8,bodyweight,84.5,extraWeight,10
"Exercise, Chin-Up",Set,2,reps,6,bodyweight,84.5,extraWeight,10
"Exercise, Chin-Up",Set,3,reps,5,bodyweight,84.5,extraWeight,10
"Exercise, Humble Row",Set,1,reps,13,weight,20
"Exercise, Humble Row",Set,2,reps,15,weight,20
"Exercise, Barbell Preacher Curl",Set,1,reps,10,weight,26.5
"Exercise, Barbell Preacher Curl",Set,2,reps,9,weight,26.5
"Exercise, Barbell Preacher Curl",Set,3,reps,9,weight,26.5
"Exercise, Barbell Preacher Curl",Set,4,reps,8,weight,26.5
"Exercise, Overhead Cable Triceps Extension",Set,1,reps,14,weight,55
"Exercise, Overhead Cable Triceps Extension",Set,2,reps,12,weight,55

RP - Meso 1 - 2split: Workout 4,2023-11-11,84.3,8,8,6,6
"Exercise, Good Morning",Set,1,reps,10,weight,20
"Exercise, Good Morning",Set,2,reps,8,weight,40
"Exercise, Good Morning",Set,3,reps,15,weight,57.5
"Exercise, Good Morning",Set,4,reps,11,weight,57.5
"Exercise, Good Morning",Set,5,reps,8,weight,57.5
"Exercise, Good Morning",Set,6,reps,7,weight,57.5
"Exercise, Squat sumo stance",Set,1,reps,12,weight,75
"Exercise, Squat sumo stance",Set,2,reps,11,weight,75
"Exercise, Leg Press",Set,1,reps,11,weight,120
"Exercise, Leg Press",Set,2,reps,10,weight,120
"Exercise, Leg Press",Set,3,reps,8,weight,120
"Exercise, Smith Machine Calf Raise",Set,1,reps,12,weight,85
"Exercise, Smith Machine Calf Raise",Set,2,reps,11,weight,85
"Exercise, Cable Upright Row",Set,1,reps,12,weight,36.3
